"","left","prediction"
"4053",0,0.0829857479743252
"4054",0,0.0193535200005873
"4068",0,0.749028282924565
"4069",0,0.414431804647997
"4073",0,0.00995476999283545
"4079",0,0.0448835491244467
"4080",0,0.21115273313923
"4084",0,0.0194797463139511
"4086",0,0.0741848417394401
"4087",0,0.839975402546299
"4088",0,0.0325484772739267
"4091",0,0.681097093169837
"4098",0,0.212995738102131
"4101",0,0.217508535088301
"4105",0,0.146937116592491
"4106",0,0.0413350853720954
"4107",0,0.0159715057780837
"4110",0,0.0628803315617076
"4112",0,0.521343243879771
"4113",0,0.0661769638129008
"4114",0,0.0180448395306843
"4122",0,0.054955854413892
"4124",0,0.00979914205535587
"4127",0,0.425588398932257
"4132",0,0.0207641680275474
"4137",0,0.809822703359602
"4142",0,0.114023636233473
"4144",0,0.0567176543237321
"4147",0,0.608764230294556
"4155",0,0.0432632450073234
"4162",0,0.0333843482998555
"4169",0,0.0847052796999957
"4186",0,0.0902909759306138
"4189",0,0.00481172567268308
"4197",0,0.118267623796842
"4198",0,0.034729513192958
"4201",0,0.0424963199554624
"4202",0,0.131869755591435
"4203",0,0.640541961196841
"4211",0,0.0147018682655015
"4217",0,0.83993306913036
"4220",0,0.0217350726902089
"4223",0,0.00708648610731987
"4232",0,0.665784879677247
"4233",0,0.0253169160557566
"4241",0,0.369657809511226
"4243",0,0.151572640934264
"4245",0,0.217091320501033
"4246",0,0.0982466174097252
"4261",0,0.0246179988255911
"4268",0,0.011970901091237
"4269",0,0.0588095345945718
"4270",0,0.488397347729516
"4271",0,0.0592720670990652
"4276",0,0.0114973080730283
"4278",0,0.0429251347581127
"4286",0,0.0203999776053628
"4287",0,0.0138539539398256
"4292",0,0.0822629254781247
"4295",0,0.551124253231583
"4297",0,0.0854942679966497
"4305",0,0.161114215152976
"4306",0,0.146326366835317
"4321",0,0.145044756913165
"4323",0,0.0653929102629612
"4327",0,0.445645386650273
"4328",0,0.166104150879644
"4331",0,0.199775644737155
"4332",0,0.100375984674828
"4333",0,0.0163662957521745
"4342",0,0.243631575973158
"4346",0,0.0567205096139918
"4357",0,0.0109963886172004
"4360",0,0.0242315364165046
"4361",0,0.116414940366272
"4372",0,0.812930758830363
"4373",0,0.449792447939138
"4376",0,0.14621328261191
"4387",0,0.169232889601552
"4399",0,0.0495856907933837
"4400",0,0.148125100685204
"4412",0,0.67049628501161
"4414",0,0.174992514789561
"4419",0,0.065930777978905
"4425",0,0.0444694349085207
"4427",0,0.0197146386289497
"4441",0,0.116615632341699
"4442",0,0.317507851298531
"4446",0,0.00782216159086354
"4471",0,0.0783293530776884
"4475",0,0.0344092400996917
"4481",0,0.250656041303311
"4486",0,0.0704513756454933
"4491",0,0.5614094486652
"4497",0,0.10182612322377
"4511",0,0.0418286567562751
"4514",0,0.616554230703336
"4515",0,0.110438106673162
"4516",0,0.271026400090819
"4521",0,0.165139831462369
"4524",0,0.166275002198836
"4529",0,0.110774679782599
"4532",0,0.0116093825014946
"4535",0,0.249456145362317
"4536",0,0.0677000509332015
"4537",0,0.144070990747522
"4542",0,0.157023217501662
"4544",0,0.0556561890888349
"4545",0,0.0115246022470716
"4547",0,0.0295359628680021
"4551",0,0.00657272071996664
"4552",0,0.052324796941825
"4556",0,0.0206159951730477
"4561",0,0.182456701786394
"4571",0,0.268357450727843
"4575",0,0.112530266214378
"4579",0,0.370065247420382
"4581",0,0.0910386265117965
"4588",0,0.0929124804679388
"4589",0,0.00444718491389967
"4595",0,0.325179346937951
"4598",0,0.00317819702812305
"4599",0,0.0154652513085309
"4600",0,0.587922582187978
"4602",0,0.842399043152555
"4605",0,0.0250365056273398
"4607",0,0.0987367952252047
"4613",0,0.543332761251228
"4615",0,0.0648268011875665
"4621",0,0.0803874616905683
"4623",0,0.0412889382307009
"4631",0,0.052864523453923
"4636",0,0.0308516099712819
"4637",0,0.139546994215097
"4649",0,0.191549187322489
"4650",0,0.517179553062534
"4652",0,0.0280227448177324
"4661",0,0.0593972738901215
"4665",0,0.103996384554239
"4666",0,0.0996601043899811
"4679",0,0.518926414707465
"4683",0,0.0546176835368326
"4684",0,0.824546350332832
"4690",0,0.192794489160738
"4691",0,0.148949220608442
"4692",0,0.0400411002461638
"4696",0,0.290807123526349
"4699",0,0.511589218776509
"4702",0,0.408674728428906
"4708",0,0.255362756777714
"4711",0,0.178368068563236
"4720",0,0.052534678354117
"4723",0,0.0835184466385161
"4724",0,0.122418567141214
"4729",0,0.276851037149589
"4732",0,0.00779686513525404
"4733",0,0.00167169219307721
"4737",0,0.0318431747598298
"4738",0,0.0393109555462097
"4745",0,0.285042482145514
"4751",0,0.561497014406622
"4764",0,0.690954332931588
"4769",0,0.208815193265048
"4770",0,0.567191101973778
"4771",0,0.0176571256960843
"4776",0,0.00520098205290952
"4785",0,0.7125203379718
"4787",0,0.0185159579254615
"4790",0,0.0224998119964957
"4793",0,0.201099255932365
"4795",0,0.814180387562405
"4798",0,0.0201384101747283
"4802",0,0.845332947413512
"4808",0,0.186802581070517
"4820",0,0.101757348385393
"4823",0,0.490335156705385
"4827",0,0.0444227085381356
"4829",0,0.814266563372995
"4830",0,0.144984146969022
"4833",0,0.0953065266327857
"4837",0,0.463027700138382
"4839",0,0.176840424143328
"4842",0,0.218233252487765
"4847",0,0.212500477530485
"4848",0,0.0320631360086528
"4849",0,0.6863123840927
"4851",0,0.110226033571772
"4853",0,0.104113653419403
"4855",0,0.0690815761457913
"4858",0,0.356008241235426
"4859",0,0.10012393085456
"4860",0,0.00880381674150888
"4862",0,0.234367557948022
"4880",0,0.395186199161378
"4881",0,0.0327657946741004
"4882",0,0.273209570752777
"4884",0,0.203754772454922
"4885",0,0.0444383858931226
"4895",0,0.288729919050366
"4901",0,0.113301436051491
"4904",0,0.102232861162376
"4910",0,0.191212883137096
"4911",0,0.0396889107645501
"4913",0,0.295920191396861
"4914",0,0.0620860916049568
"4917",0,0.0483836468622459
"4925",0,0.146353657921405
"4926",0,0.0585456461790322
"4929",0,0.151205631297304
"4930",0,0.314805749453903
"4942",0,0.367078298526204
"4943",0,0.523607781932565
"4948",0,0.369971635522417
"4950",0,0.159093022528162
"4959",0,0.187099368533848
"4965",0,0.267708938472495
"4970",0,0.0985679353648551
"4976",0,0.1223333161861
"4977",0,0.102145171741133
"4978",0,0.217220957975038
"4986",0,0.409169986778912
"4987",0,0.470231938309421
"4988",0,0.337285187513498
"4991",0,0.135438255019883
"5002",0,0.0328143524126019
"5004",0,0.266891462799095
"5007",0,0.0615071665200271
"5010",0,0.0458811132401814
"5012",0,0.180106755517689
"5017",0,0.111948282343337
"5018",0,0.302927902773772
"5022",0,0.248658939054395
"5026",0,0.285732713146345
"5028",0,0.249930616232631
"5033",0,0.0235653953388389
"5036",0,0.0361655142093639
"5038",0,0.00763488293608111
"5039",0,0.0119202853028761
"5042",0,0.00559916237363879
"5045",0,0.268435041854405
"5048",0,0.0429841481989223
"5050",0,0.0641613903258701
"5051",0,0.103422078166536
"5059",0,0.00901664036349578
"5060",0,0.0900936652046999
"5061",0,0.00921180055316785
"5062",0,0.104976360304617
"5081",0,0.133405435305663
"5085",0,0.159246445553442
"5088",0,0.143805642415342
"5090",0,0.0191372111974578
"5092",0,0.048719882770695
"5094",0,0.0106406299092183
"5102",0,0.172439996030968
"5117",0,0.0288436684397359
"5120",0,0.0958282337128006
"5122",0,0.0194191167274636
"5124",0,0.0974534435167503
"5125",0,0.588878881858303
"5128",0,0.162389574714062
"5141",0,0.148779296754381
"5147",0,0.169512276298594
"5148",0,0.162151250733318
"5149",0,0.179463839113889
"5153",0,0.0234157308784884
"5161",0,0.297542927718368
"5162",0,0.0452762531168885
"5166",0,0.0935591443954289
"5168",0,0.00775271174759156
"5169",0,0.185024668035987
"5172",0,0.0228627327120208
"5173",0,0.0944208661485139
"5181",0,0.674994337733146
"5183",0,0.312664456609436
"5190",0,0.0773561525565629
"5196",0,0.378066098888117
"5198",0,0.0664691013721356
"5201",0,0.0867136965265404
"5202",0,0.42761889442505
"5207",0,0.0689208618579558
"5214",0,0.833838765496358
"5216",0,0.0757952538431835
"5219",0,0.0885992767233401
"5221",0,0.269300241315954
"5225",0,0.236685614398137
"5230",0,0.0696926045023444
"5238",0,0.12552181128396
"5241",0,0.429622721000831
"5245",0,0.119405043077112
"5251",0,0.102519256657372
"5256",0,0.0720842912833239
"5263",0,0.0334956996269213
"5264",0,0.475007286565296
"5266",0,0.265779297572039
"5267",0,0.177295700719011
"5270",0,0.165614800702085
"5275",0,0.0165169612299398
"5277",0,0.064875023586325
"5279",0,0.110254529566792
"5280",0,0.146610634789898
"5283",0,0.10142629036234
"5284",0,0.192256925995996
"5304",0,0.145302182453719
"5307",0,0.818076136340014
"5309",0,0.0405683162188131
"5312",0,0.0864266884114223
"5314",0,0.181840087827228
"5318",0,0.0397445245089243
"5321",0,0.207099419432201
"5329",0,0.138676611118843
"5330",0,0.150660998006318
"5332",0,0.138861922442757
"5334",0,0.0799486814012506
"5337",0,0.0388601766901403
"5339",0,0.0700134423381919
"5343",0,0.82735038340143
"5350",0,0.0393413093629974
"5355",0,0.210542398735065
"5358",0,0.1698848252083
"5364",0,0.456299443192107
"5378",0,0.0846583699119712
"5381",0,0.258922892677012
"5383",0,0.357405911799987
"5384",0,0.0101433118857451
"5385",0,0.732525289948236
"5386",0,0.159793650925395
"5393",0,0.099103325994271
"5397",0,0.0657992131472046
"5400",0,0.0439868082176155
"5401",0,0.267456384231417
"5407",0,0.204020024519818
"5408",0,0.152708741444695
"5417",0,0.378785662942125
"5418",0,0.055666164340588
"5422",0,0.102461632892866
"5426",0,0.413361548146274
"5429",0,0.18327816788698
"5440",0,0.0418310711925722
"5443",0,0.612377254097692
"5444",0,0.117332960037341
"5445",0,0.120747687461972
"5446",0,0.0662631182510029
"5449",0,0.0603631964234052
"5452",0,0.147447932512731
"5454",0,0.512914933464654
"5457",0,0.133550197430069
"5459",0,0.39542783306259
"5464",0,0.103021545525277
"5465",0,0.349423670674508
"5471",0,0.209929594026589
"5479",0,0.0208483996930045
"5491",0,0.0506457742328961
"5494",0,0.00279870539554169
"5495",0,0.015509334720754
"5496",0,0.0274570344262747
"5499",0,0.0378489935191456
"5501",0,0.0810321542175282
"5503",0,0.254833448951812
"5506",0,0.152635554085062
"5507",0,0.0582047728741386
"5508",0,0.0938138194743034
"5511",0,0.234432425026187
"5512",0,0.14134285719507
"5514",0,0.274042568473995
"5517",0,0.220998951708417
"5520",0,0.00148727279364889
"5526",0,0.0602378259711532
"5531",0,0.0161447169268085
"5533",0,0.158751601572084
"5539",0,0.085433576149123
"5541",0,0.547962363425496
"5546",0,0.656826835733935
"5556",0,0.0874328259456964
"5558",0,0.0061351874448509
"5559",0,0.042552464638115
"5567",0,0.059267430137117
"5572",0,0.00907719075858568
"5573",0,0.0673295074027042
"5575",0,0.411043520162988
"5577",0,0.06951745961822
"5578",0,0.164961304345921
"5579",0,0.176924238057389
"5588",0,0.0101004640062151
"5591",0,0.0731114153073504
"5593",0,0.360749665071165
"5605",0,0.522968029630362
"5610",0,0.0210799253148747
"5621",0,0.0488182700864679
"5622",0,0.144259775574674
"5636",0,0.827689620293919
"5640",0,0.116222854982459
"5643",0,0.692088204349115
"5644",0,0.0516835636960754
"5647",0,0.101123332831312
"5648",0,0.0249830892196142
"5649",0,0.0796150244739962
"5651",0,0.00138421798221263
"5662",0,0.274317760948085
"5666",0,0.197185932270985
"5667",0,0.0574721974197772
"5671",0,0.297768523819338
"5672",0,0.0859654753588723
"5673",0,0.0865685187282362
"5677",0,0.104266938836456
"5678",0,0.590273166336982
"5680",0,0.710469663409201
"5681",0,0.0207359975382793
"5684",0,0.115500077210923
"5689",0,0.0549046464101298
"5691",0,0.718888077177931
"5696",0,0.21629412525963
"5697",0,0.100972137943332
"5701",0,0.0506235597766658
"5711",0,0.0389937572607106
"5714",0,0.287214309681162
"5716",0,0.0773658846230063
"5724",0,0.0464312626634402
"5729",0,0.152850785186767
"5731",0,0.0490311123279163
"5732",0,0.0456066927679533
"5735",0,0.0968218975909095
"5743",0,0.137133205099771
"5746",0,0.245672979159142
"5768",0,0.232632601371958
"5773",0,0.120413290622757
"5775",0,0.071169837871045
"5783",0,0.0692929217067645
"5792",0,0.448184355185269
"5796",0,0.610843877236154
"5800",0,0.215696166288682
"5806",0,0.497458428638859
"5810",0,0.123210178573671
"5813",0,0.245083819344702
"5823",0,0.0572724389133706
"5824",0,0.272446289555047
"5827",0,0.652404590303132
"5828",0,0.0369530149729867
"5830",0,0.0330476791062526
"5837",0,0.126184823297108
"5839",0,0.301230925051784
"5841",0,0.773002058339518
"5848",0,0.206427314764986
"5850",0,0.716698746586072
"5852",0,0.316974215048932
"5853",0,0.0230461790884882
"5862",0,0.518303415765205
"5864",0,0.0574836780220771
"5870",0,0.214182834154899
"5871",0,0.346915676742526
"5872",0,0.0540958124971597
"5874",0,0.0181446859782552
"5876",0,0.0801847061724222
"5878",0,0.0394295699926289
"5886",0,0.0471667683883963
"5887",0,0.0907693965864399
"5892",0,0.119883344696312
"5896",0,0.529182791664947
"5900",0,0.0880941040011294
"5901",0,0.0983112643810422
"5902",0,0.0801469818730169
"5904",0,0.0967533746047028
"5907",0,0.235408783276193
"5910",0,0.602634911724168
"5913",0,0.369247543725331
"5918",0,0.345155826684865
"5920",0,0.523451965068669
"5928",0,0.118754293662775
"5938",0,0.116663472299789
"5949",0,0.0893434034184448
"5956",0,0.243723575724895
"5960",0,0.180867797836287
"5962",0,0.341327596190241
"5967",0,0.0814297086177975
"5970",0,0.370048829180623
"5973",0,0.0871287154312262
"5974",0,0.0674144983490586
"5975",0,0.159878951455073
"5986",0,0.0375505887311241
"5989",0,0.0407995457722199
"5991",0,0.027587485392837
"6000",0,0.211367356974858
"6001",0,0.0403534556752272
"6009",0,0.261866178839934
"6010",0,0.0946787721546162
"6015",0,0.0243737805181313
"6017",0,0.0572839174976432
"6018",0,0.0676194346336162
"6023",0,0.0145491515802197
"6026",0,0.0378255067967101
"6028",0,0.156318630572336
"6031",0,0.212851291465851
"6033",0,0.239677443558129
"6037",0,0.0837340377106547
"6043",0,0.0480117392937639
"6046",0,0.411343238430904
"6053",0,0.112556186862382
"6058",0,0.212675776602822
"6061",0,0.0681997180750446
"6064",0,0.0689774513173222
"6065",0,0.166591914126748
"6066",0,0.133657002546247
"6074",0,0.0779279029202053
"6075",0,0.183766429132383
"6078",0,0.0460556967590657
"6089",0,0.0249010058886222
"6098",0,0.0376257836732885
"6101",0,0.0604139266976291
"6111",0,0.0824543808898334
"6114",0,0.181882034981545
"6115",0,0.0574467825514091
"6118",0,0.147037811284506
"6124",0,0.162387194406893
"6125",0,0.0748575185361769
"6136",0,0.118549358472314
"6148",0,0.0309816095740332
"6153",0,0.301627886567945
"6154",0,0.0291461445298176
"6161",0,0.132468345445468
"6167",0,0.0663617190770268
"6173",0,0.0651649995449064
"6183",0,0.200772510885886
"6184",0,0.051744223475519
"6185",0,0.0783109509115312
"6192",0,0.102691981795334
"6194",0,0.183444502064916
"6201",0,0.586578942850676
"6203",0,0.180864502294065
"6210",0,0.311956388215916
"6214",0,0.0714638296185601
"6215",0,0.0332709502359215
"6219",0,0.215894684084303
"6225",0,0.149439198844156
"6237",0,0.818064876014639
"6238",0,0.264908198432774
"6240",0,0.301748321972064
"6241",0,0.26644423100548
"6242",0,0.0713025327392626
"6245",0,0.345683263283922
"6252",0,0.0974317296976857
"6253",0,0.0303153837348546
"6255",0,0.017807633143697
"6263",0,0.0832335192078387
"6265",0,0.501806873676627
"6266",0,0.0669395004888516
"6268",0,0.302330822081321
"6273",0,0.270650309398838
"6274",0,0.38804063997241
"6278",0,0.0764144073820147
"6281",0,0.047019246027676
"6283",0,0.0424604034326046
"6290",0,0.232363149093386
"6295",0,0.0948224835765917
"6300",0,0.100367129853315
"6301",0,0.160016863073092
"6305",0,0.0608262154456573
"6309",0,0.304168417325702
"6314",0,0.789832596983501
"6315",0,0.0833400003060526
"6323",0,0.430457467821008
"6329",0,0.141428645144689
"6334",0,0.0406271721192388
"6337",0,0.583830192279429
"6342",0,0.166620688741456
"6349",0,0.42460506835535
"6351",0,0.104303474807364
"6355",0,0.398201424763667
"6359",0,0.173852107800738
"6361",0,0.0736094745158872
"6362",0,0.082047012121517
"6363",0,0.189608709020336
"6367",0,0.265228227925375
"6368",0,0.198111986409079
"6369",0,0.322855966763823
"6380",0,0.0796545143462298
"6386",0,0.0819220958327218
"6388",0,0.0816525659530803
"6389",0,0.135364621004628
"6391",0,0.070287334326705
"6399",0,0.102559527682229
"6400",0,0.277131710101802
"6402",0,0.0499531212917351
"6411",0,0.011425067981536
"6415",0,0.0417195398981695
"6416",0,0.0495596009633536
"6423",0,0.0662584313881937
"6425",0,0.111385043646839
"6429",0,0.052247180963832
"6430",0,0.465000304077846
"6435",0,0.0632453057877471
"6438",0,0.207806171129472
"6442",0,0.15923954220438
"6443",0,0.663340792035674
"6447",0,0.25847282441047
"6456",0,0.0627036395590838
"6458",0,0.0850274448716241
"6471",0,0.434796439870949
"6473",0,0.741923417058722
"6474",0,0.0955651904218421
"6478",0,0.333747107005153
"6480",0,0.020725695084561
"6481",0,0.156784999943705
"6487",0,0.0756746999983783
"6494",0,0.0131659586608507
"6503",0,0.027079027669686
"6504",0,0.128064735022895
"6506",0,0.0978508202450794
"6513",0,0.506081538318942
"6514",0,0.107449572303701
"6515",0,0.146561202383694
"6520",0,0.0638836442987103
"6526",0,0.051074894487239
"6531",0,0.0529267063381613
"6532",0,0.234473902246424
"6533",0,0.0274126703033652
"6534",0,0.0128405329915734
"6536",0,0.0244388455684115
"6539",0,0.0431239778348824
"6547",0,0.00943246717871005
"6551",0,0.0220998537701074
"6556",0,0.667527656384926
"6564",0,0.0807824461141521
"6566",0,0.335795193070118
"6572",0,0.459848995096648
"6574",0,0.0603288477630499
"6577",0,0.0699573226954573
"6580",0,0.16998450571917
"6586",0,0.0108149618937282
"6587",0,0.524130544834
"6591",0,0.235679078017422
"6595",0,0.0125253783711528
"6602",0,0.0288524441589666
"6616",0,0.390389513009107
"6619",0,0.0208584569367144
"6623",0,0.0155369276590154
"6624",0,0.23923057358851
"6626",0,0.0969591534058759
"6627",0,0.311554731226423
"6630",0,0.652087969117021
"6631",0,0.149665065389087
"6633",0,0.038270677957563
"6634",0,0.0265295787926388
"6639",0,0.143894472616408
"6642",0,0.0527314666469381
"6649",0,0.169845862464049
"6651",0,0.8067560120697
"6659",0,0.0629120520030823
"6660",0,0.0208957198564153
"6661",0,0.160299746106546
"6666",0,0.19394237429982
"6667",0,0.06504951316932
"6670",0,0.18576442308881
"6674",0,0.13457431806758
"6676",0,0.700596881369992
"6677",0,0.114118962725995
"6682",0,0.0798507992860439
"6684",0,0.305245269792447
"6691",0,0.0695425495225143
"6694",0,0.235679172506681
"6695",0,0.0258274481752523
"6696",0,0.0468772137674866
"6700",0,0.071981613000356
"6705",0,0.569576290458842
"6707",0,0.103307435508267
"6708",0,0.445582796254487
"6716",0,0.0902611746389275
"6727",0,0.280294019952425
"6728",0,0.148774455107881
"6730",0,0.10706356750458
"6732",0,0.4026575213365
"6741",0,0.188681020436445
"6742",0,0.244754411587759
"6751",0,0.177399463829384
"6752",0,0.165492198367897
"6753",0,0.147714543981482
"6754",0,0.0614042168426779
"6756",0,0.0514756939049639
"6760",0,0.235870821613461
"6761",0,0.057887623513245
"6771",0,0.113376670858123
"6772",0,0.350932087860854
"6774",0,0.310842078242391
"6779",0,0.0652599448394168
"6780",0,0.625725217247876
"6782",0,0.1233781321075
"6787",0,0.0527938930323101
"6792",0,0.0161961849199458
"6800",0,0.0437496996504857
"6804",0,0.549504337357828
"6814",0,0.666806354086186
"6819",0,0.0926666492426055
"6821",0,0.104449419620545
"6828",0,0.23610331152704
"6833",0,0.105835092050922
"6838",0,0.0995023576809982
"6840",0,0.205864240663175
"6841",0,0.108954935846604
"6843",0,0.15227307457097
"6844",0,0.296311595329151
"6850",0,0.083743922033278
"6852",0,0.445351036962024
"6853",0,0.49669727126218
"6856",0,0.18318173305088
"6864",0,0.200755961081952
"6867",0,0.0497591275644979
"6876",0,0.00922175434791397
"6886",0,0.0242040204070843
"6887",0,0.0871526293169477
"6891",0,0.422383672257065
"6900",0,0.0208450773731458
"6901",0,0.0757168825517543
"6903",0,0.127774328352168
"6907",0,0.132430107279482
"6908",0,0.0850493579079424
"6909",0,0.103287227490762
"6918",0,0.013659376715111
"6930",0,0.15531321062818
"6932",0,0.418539914699425
"6940",0,0.0796054494558873
"6941",0,0.106383760352337
"6968",0,0.0674372422293824
"6969",0,0.0675837403984284
"6972",0,0.0670013257738437
"6976",0,0.0277129240836205
"6990",0,0.0328111129632852
"6994",0,0.29306723303982
"7000",0,0.108684061785099
"7009",0,0.268012500874479
"7020",0,0.0460937224786658
"7034",0,0.155211241140687
"7035",0,0.0488647274638557
"7040",0,0.0375145728953108
"7044",0,0.379851283189323
"7045",0,0.184762244769081
"7049",0,0.521425144165215
"7054",0,0.178150102892996
"7055",0,0.170518838738688
"7056",0,0.160484729421394
"7059",0,0.0603421495009481
"7063",0,0.0435698654359664
"7064",0,0.0705828582396621
"7065",0,0.220623224253276
"7066",0,0.428180882089916
"7079",0,0.0232240962551459
"7081",0,0.057656417612653
"7082",0,0.27620927521337
"7083",0,0.745216151632239
"7085",0,0.186373779486785
"7090",0,0.488785107295746
"7092",0,0.0529864460019878
"7093",0,0.49755347666007
"7096",0,0.152673148590142
"7102",0,0.251803208477693
"7109",0,0.207490171990348
"7110",0,0.0818822110236544
"7115",0,0.121238466986897
"7123",0,0.0914392939826547
"7124",0,0.0436277317192052
"7130",0,0.0689062190775095
"7139",0,0.138874365222548
"7145",0,0.0607722480788361
"7146",0,0.227718647395112
"7149",0,0.316316231520902
"7153",0,0.468073381685383
"7154",0,0.0330017504625468
"7167",0,0.22421526340215
"7169",0,0.0495865372615581
"7175",0,0.0342105868353956
"7178",0,0.11775789524363
"7180",0,0.0996403560176816
"7182",0,0.132772093862947
"7186",0,0.0369767995058391
"7190",0,0.384500858386901
"7193",0,0.0312816563001915
"7196",0,0.233183097470053
"7208",0,0.421988924949838
"7214",0,0.0697075834827156
"7217",0,0.0226709759847312
"7220",0,0.0726102155328685
"7226",0,0.135790709961952
"7231",0,0.101280795428731
"7232",0,0.112326550542538
"7236",0,0.178236444971176
"7247",0,0.26305839361258
"7252",0,0.251568157677651
"7253",0,0.0755105891541529
"7255",0,0.0259327555713719
"7258",0,0.08343242903658
"7260",0,0.0551367171909417
"7264",0,0.105547175030093
"7272",0,0.168237026478353
"7273",0,0.449512044446373
"7288",0,0.765593576974618
"7290",0,0.129903327867058
"7291",0,0.181388049925738
"7292",0,0.152288286757819
"7293",0,0.0946843736176878
"7303",0,0.125235916684776
"7307",0,0.157325226286415
"7309",0,0.0205903167643766
"7316",0,0.148009713519853
"7322",0,0.270172415012591
"7324",0,0.342897592187633
"7337",0,0.288265524352989
"7342",0,0.00802434549753393
"7343",0,0.164933987649959
"7345",0,0.455309493927716
"7348",0,0.471867852977669
"7354",0,0.0345828772576668
"7355",0,0.0531819878072369
"7356",0,0.359875358094318
"7357",0,0.285208814319152
"7365",0,0.185574265562039
"7371",0,0.040177174053796
"7373",0,0.339962835725234
"7375",0,0.0713498305990437
"7376",0,0.225758639865889
"7378",0,0.0432609215514791
"7383",0,0.00906262290678947
"7390",0,0.27475855126762
"7409",0,0.184866707368663
"7410",0,0.328849383425875
"7415",0,0.149939355004365
"7424",0,0.008711203361937
"7431",0,0.183168305035053
"7434",0,0.571024533164989
"7435",0,0.108384774964375
"7438",0,0.0399912761879159
"7440",0,0.0730349309397984
"7441",0,0.144400147539661
"7442",0,0.0297952142943179
"7446",0,0.060782903521013
"7447",0,0.172216356865056
"7448",0,0.126172044069269
"7449",0,0.154361553234223
"7452",0,0.190812895621355
"7455",0,0.183693580805911
"7456",0,0.00299812985480195
"7460",0,0.0614609048132056
"7464",0,0.0656048032577076
"7473",0,0.326126589168813
"7475",0,0.0411532910405598
"7488",0,0.0633580583551535
"7489",0,0.323132630944056
"7490",0,0.375723764344969
"7498",0,0.029223538931906
"7503",0,0.0667975129740386
"7513",0,0.117756653530392
"7514",0,0.311124712055835
"7527",0,0.0425871437715442
"7528",0,0.0889029144603437
"7529",0,0.323159940804865
"7530",0,0.162935674233379
"7534",0,0.00603951649518392
"7539",0,0.21673404081796
"7543",0,0.0527098672843886
"7545",0,0.0434540375226423
"7552",0,0.0328827463705527
"7554",0,0.0775338285197661
"7559",0,0.0251507483372682
"7560",0,0.463206595566287
"7569",0,0.09773880794162
"7572",0,0.206629881411336
"7576",0,0.236622129375971
"7578",0,0.148814609349841
"7585",0,0.462099993924542
"7588",0,0.485859161613724
"7600",0,0.199769058813958
"7603",0,0.0414645696731108
"7606",0,0.0655551783936268
"7607",0,0.393774753944431
"7614",0,0.0787173608857006
"7618",0,0.203932577233241
"7621",0,0.185331214526045
"7627",0,0.27389102465685
"7630",0,0.257972112428448
"7634",0,0.337191794940899
"7636",0,0.358363078362499
"7659",0,0.333359559968661
"7662",0,0.106749483817901
"7667",0,0.104404874941214
"7670",0,0.116432079074713
"7671",0,0.217894312597333
"7672",0,0.362979820720585
"7677",0,0.0138676803641718
"7680",0,0.104885736575015
"7682",0,0.243689644891425
"7688",0,0.756026556159848
"7689",0,0.243610376637509
"7691",0,0.099730565569807
"7700",0,0.55867130935445
"7701",0,0.281234051189856
"7702",0,0.151921523032274
"7706",0,0.335772001703929
"7710",0,0.201235986358461
"7711",0,0.270160973658821
"7713",0,0.271541884537262
"7714",0,0.103185019172772
"7715",0,0.0619235237475928
"7716",0,0.668690913803335
"7717",0,0.0326621848479201
"7718",0,0.552923326466362
"7719",0,0.0740414481220384
"7728",0,0.199604219898046
"7732",0,0.192878520970461
"7734",0,0.157484232229644
"7746",0,0.523845289536445
"7753",0,0.133128649209995
"7760",0,0.127086465702526
"7762",0,0.166697289052966
"7767",0,0.0154152642802035
"7769",0,0.0185527683541552
"7777",0,0.0294304908731402
"7779",0,0.159500246925748
"7784",0,0.0840895748657419
"7791",0,0.555033369900923
"7792",0,0.383536858254005
"7794",0,0.0857590494548945
"7796",0,0.0550931089331853
"7797",0,0.174698866018449
"7798",0,0.459811478197699
"7803",0,0.40957925981544
"7805",0,0.0940370682508242
"7816",0,0.120004360344382
"7821",0,0.803904621797907
"7823",0,0.142292394747499
"7830",0,0.0380226215557546
"7835",0,0.456439948030125
"7838",0,0.654840502693469
"7840",0,0.0487773075230069
"7853",0,0.0283180338426288
"7866",0,0.0884200903268182
"7870",0,0.0843112408767101
"7873",0,0.386210964522825
"7878",0,0.138006146515691
"7879",0,0.0197015859607287
"7880",0,0.177687837653453
"7883",0,0.0319527244562221
"7893",0,0.339963418930205
"7894",0,0.38343928546672
"7896",0,0.300926120871214
"7897",0,0.291862445755337
"7898",0,0.0917612764325951
"7904",0,0.0720290482005702
"7905",0,0.06738881201648
"7906",0,0.217376806388959
"7911",0,0.443027278577502
"7919",0,0.0745241457159266
"7920",0,0.097913603727772
"7923",0,0.0762332464816573
"7926",0,0.197921763070935
"7929",0,0.158329671969422
"7940",0,0.0973159841987891
"7944",0,0.155743809063398
"7953",0,0.293456986467564
"7954",0,0.0104969807742862
"7960",0,0.0734710063682575
"7963",0,0.0627930548947138
"7967",0,0.190330147874792
"7974",0,0.0411162755600139
"7978",0,0.0958241806761606
"7986",0,0.0955659699232309
"7988",0,0.138778950781101
"7990",0,0.0305868161799887
"7991",0,0.201745417705137
"7992",0,0.350550831952682
"7995",0,0.270425307925986
"7996",0,0.119610957398142
"7998",0,0.235951933095851
"8001",0,0.164104785732312
"8012",0,0.117506720295377
"8014",0,0.0117439209167227
"8016",0,0.174567935728097
